detected,predicted_family,source_type,sink,module,field,file,line,path_valid,evidence,case_id,detector,config_sha256,policy_sha256,status
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_53,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_61c199064a5a4d90,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_61c199064a5a4d90,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_53,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_61c199064a5a4d90,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_6288c8a5d7e54564,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6288c8a5d7e54564,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6288c8a5d7e54564,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_filter,candidate_filter,aux_73,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_6288c8a5d7e54564,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6288c8a5d7e54564,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_filter,candidate_filter,aux_73,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_6288c8a5d7e54564,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_645d338c354f482c,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_645d338c354f482c,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,schema_guard,aux_31,,,,extra metadata field,c_645d338c354f482c,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_31,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_645d338c354f482c,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,selected_doc_ids,invariance,selected_doc_ids,selection,,True,changed_qids=3,c_645d338c354f482c,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_31,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_645d338c354f482c,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_678a3a0d749342e4,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_678a3a0d749342e4,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_678a3a0d749342e4,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_67,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_678a3a0d749342e4,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_678a3a0d749342e4,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_67,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_678a3a0d749342e4,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_69e21dea9c9142c8,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_69e21dea9c9142c8,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,schema_guard,aux_31,,,,extra metadata field,c_69e21dea9c9142c8,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_31,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_69e21dea9c9142c8,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_69e21dea9c9142c8,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_31,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_69e21dea9c9142c8,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_6a131e0a66e44342,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6a131e0a66e44342,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6a131e0a66e44342,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6a131e0a66e44342,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6a131e0a66e44342,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6a131e0a66e44342,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_6a4d42c1df084d27,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6a4d42c1df084d27,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6a4d42c1df084d27,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6a4d42c1df084d27,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6a4d42c1df084d27,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6a4d42c1df084d27,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_6cffbc17a06e4af7,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6cffbc17a06e4af7,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6cffbc17a06e4af7,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,feature_matrix,feature_builder,aux_43,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_6cffbc17a06e4af7,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_6cffbc17a06e4af7,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,feature_matrix,feature_builder,aux_43,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_6cffbc17a06e4af7,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_726f0e1e7cbd4663,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_726f0e1e7cbd4663,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_726f0e1e7cbd4663,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_726f0e1e7cbd4663,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_726f0e1e7cbd4663,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_726f0e1e7cbd4663,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_761c96f6dd1e4ec6,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_761c96f6dd1e4ec6,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_761c96f6dd1e4ec6,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_761c96f6dd1e4ec6,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_761c96f6dd1e4ec6,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_761c96f6dd1e4ec6,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_7661a4a4c8e543d3,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_7661a4a4c8e543d3,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_7661a4a4c8e543d3,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_7661a4a4c8e543d3,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_7661a4a4c8e543d3,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_7661a4a4c8e543d3,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_76e97580221148b2,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_76e97580221148b2,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_76e97580221148b2,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_76e97580221148b2,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_76e97580221148b2,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_76e97580221148b2,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_773a01d0b3bf4a18,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_773a01d0b3bf4a18,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_773a01d0b3bf4a18,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,feature_matrix,feature_builder,aux_41,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_773a01d0b3bf4a18,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_773a01d0b3bf4a18,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,feature_matrix,feature_builder,aux_41,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_773a01d0b3bf4a18,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_77f1e43735db46b9,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_77f1e43735db46b9,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_77f1e43735db46b9,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_77f1e43735db46b9,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_77f1e43735db46b9,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_77f1e43735db46b9,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_7ac276a881c046bd,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_7ac276a881c046bd,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_7ac276a881c046bd,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_71,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_7ac276a881c046bd,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_7ac276a881c046bd,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_71,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_7ac276a881c046bd,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_7dab3a7aae364b29,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_7dab3a7aae364b29,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_7dab3a7aae364b29,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_53,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_7dab3a7aae364b29,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_7dab3a7aae364b29,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_53,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_7dab3a7aae364b29,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_7dfad22b84ed4dac,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_7dfad22b84ed4dac,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
