source_id,qid_hash,doc_id_hash,source_file,row_hash,usage_scope
human_gold_000248,h_e2fde3be494ddaf5,h_09e9b4e956fdfb66,data\annotations\formal300\evidence_annotation_a.csv,746918f8bc45c3d004b6e4d6167ba266f9dfe06c083cb0a36679916ff6071a42,injector_and_evaluator_only
human_gold_000249,h_e2fde3be494ddaf5,h_b3df93aa8ef663f6,data\annotations\formal300\evidence_annotation_a.csv,772cc5479ec6acaa61e1ede2448af0ff1ac8fd7b82e6b1fd366f1a022d44838a,injector_and_evaluator_only
human_gold_000250,h_f81699fba4a145ac,h_96dc5532a3c26991,data\annotations\formal300\evidence_annotation_a.csv,b53bfb44df167b9ac1410a11823bbdcee17cbe25f740c46647a9d35690972936,injector_and_evaluator_only
human_gold_000251,h_f81699fba4a145ac,h_6359d813cd164de8,data\annotations\formal300\evidence_annotation_a.csv,9387060ffd658816dc2b509f81ca9a4cc6abc95992143f912f4324dc791b05b5,injector_and_evaluator_only
human_gold_000252,h_f81699fba4a145ac,h_42400c87b23e4deb,data\annotations\formal300\evidence_annotation_a.csv,56fa48d13e0d65bed2a424862697f00d93c694231520bde44de36c41ebdcacd2,injector_and_evaluator_only
human_gold_000253,h_f81699fba4a145ac,h_6ebdea409fffb43a,data\annotations\formal300\evidence_annotation_a.csv,b2cdaf223f5c8f220376195e17a0f3a2946447c6728566c85f7663913fc18dc8,injector_and_evaluator_only
human_gold_000254,h_f81699fba4a145ac,h_325596c50d507a72,data\annotations\formal300\evidence_annotation_a.csv,29b4e5a8c2ee53c2da30bacf233e9c4ebbb0d1268536ed6143e18417d52aa8dd,injector_and_evaluator_only
human_gold_000255,h_14f89f13535cefcb,h_c84cf798d9232bed,data\annotations\formal300\evidence_annotation_a.csv,352b32d2a4f028ba25d8961ae404625a1bce52fb25aa0c9bbda3b99d983002be,injector_and_evaluator_only
human_gold_000256,h_14f89f13535cefcb,h_41ec05761acc1b7d,data\annotations\formal300\evidence_annotation_a.csv,693e4f1a19526825f2322144a0c158cc8fd6c791365182c2dfc3e9f8f8bd2cf9,injector_and_evaluator_only
human_gold_000257,h_14f89f13535cefcb,h_60bedb9c866fed28,data\annotations\formal300\evidence_annotation_a.csv,5b24731c53b8f454a367d3bd1c8aeeff447c50021bbb296766934d90dc6f0d0a,injector_and_evaluator_only
human_gold_000258,h_14f89f13535cefcb,h_0bf7b43136f9475a,data\annotations\formal300\evidence_annotation_a.csv,96334875e0968a7013c2ed0ad035a45c279a74a383dc5b87f26dfd6b347cde61,injector_and_evaluator_only
human_gold_000259,h_14f89f13535cefcb,h_5be61b5c74b72031,data\annotations\formal300\evidence_annotation_a.csv,4f2127b1bc8125d5f91fcaa53f323250e773f65c91c06be275f61077e510f844,injector_and_evaluator_only
human_gold_000260,h_c4998a678d35af3c,h_5b658652aea25117,data\annotations\formal300\evidence_annotation_a.csv,0934d5adfed8685f064d01e36e6586881a6aac761daf1163c232924bdbbf12cf,injector_and_evaluator_only
human_gold_000261,h_c4998a678d35af3c,h_978381c233fa0f52,data\annotations\formal300\evidence_annotation_a.csv,461a6aa0516a839a22b3ac2bfbc83bc62e009765a7ad04d3e119043e7a3561a9,injector_and_evaluator_only
human_gold_000262,h_c4998a678d35af3c,h_835291680006f657,data\annotations\formal300\evidence_annotation_a.csv,9a417f565286295b9839507784f9259f8e79d379734ce45f942d8d5bb17841f9,injector_and_evaluator_only
human_gold_000263,h_41179dbea626d479,h_fe6acea560eedcba,data\annotations\formal300\evidence_annotation_a.csv,1bd042d548a5f9e258b0a04e5ea0baf81b7fef0bc4fdbeceeec25a47ba92c7fd,injector_and_evaluator_only
human_gold_000264,h_41179dbea626d479,h_e5258429600e7634,data\annotations\formal300\evidence_annotation_a.csv,edd5d0aca59a43a7fade6bde36887628df4ab9a404e2b44c4c84dab155c5a833,injector_and_evaluator_only
human_gold_000265,h_41179dbea626d479,h_1bfc2057920c7449,data\annotations\formal300\evidence_annotation_a.csv,65d44f285eff6b5f57eb57715a2a5735ac946bf0a5ebe17328e8ada9df449179,injector_and_evaluator_only
human_gold_000266,h_f73c33b00131d4a3,h_3d41ff4025e5120c,data\annotations\formal300\evidence_annotation_a.csv,9c9abae71cd90d5f37bcde365b002e4b402570a8ea147989952810277a879ec4,injector_and_evaluator_only
human_gold_000267,h_f73c33b00131d4a3,h_12c56d047da96556,data\annotations\formal300\evidence_annotation_a.csv,dae87e6a358529e0027f28d789fac30ce2a0a92e49ffd0e6472ea67474ba34ad,injector_and_evaluator_only
human_gold_000268,h_8d5e595867a16ee4,h_62535918e9eb167c,data\annotations\formal300\evidence_annotation_a.csv,fcbf8620e7133b76a7baeb2b783b4afd3318d0e8f34951001549ec541947d62f,injector_and_evaluator_only
human_gold_000269,h_8d5e595867a16ee4,h_ea48c89053cc5600,data\annotations\formal300\evidence_annotation_a.csv,eb301538cc734f600a00154be6e3aab637287899b7440e9b8b0c816a0cf8f93b,injector_and_evaluator_only
human_gold_000270,h_8d5e595867a16ee4,h_da8ba30c6579f39c,data\annotations\formal300\evidence_annotation_a.csv,72ed9f69a5e0a26871eea2e0d614b7a19d0b24886b3a17acc043f147d1d8e755,injector_and_evaluator_only
human_gold_000271,h_63c9cef3d1e00a43,h_3408304d3be7aa80,data\annotations\formal300\evidence_annotation_a.csv,3d33572c9cc66b1007771b50e4bc3ec990ecf25cb76bc974a14d532619070e99,injector_and_evaluator_only
human_gold_000272,h_63c9cef3d1e00a43,h_e4a93638e3ce24dd,data\annotations\formal300\evidence_annotation_a.csv,e1662f9264d95f4bf36d05e70b381107eb2254dc93d8fe0c5e56b947c2d3aacf,injector_and_evaluator_only
human_gold_000273,h_63c9cef3d1e00a43,h_afed8408a3c5bf32,data\annotations\formal300\evidence_annotation_a.csv,6c0fc707fbf3c5aaed2168ef1d3ab2500e7fa509baedab9ba80ef16a9c9e13a3,injector_and_evaluator_only
human_gold_000274,h_63c9cef3d1e00a43,h_081fb6b95657d699,data\annotations\formal300\evidence_annotation_a.csv,c4bd7e3427fa2dd6d4922dd740608f7ad93dea3a6756d5f5f2d5e1ba283f647a,injector_and_evaluator_only
human_gold_000275,h_78f48a397b8667fb,h_db3a02bc4ded4644,data\annotations\formal300\evidence_annotation_a.csv,24474f3ccc01f18edf92e3bd03cdfa8224dc95449d1eb4026175999672f965b8,injector_and_evaluator_only
human_gold_000276,h_78f48a397b8667fb,h_fb239d74a840e976,data\annotations\formal300\evidence_annotation_a.csv,a70f3e5c087f99767707e292bbcfae07d9af9617bda7ad932dcf189d907b86a5,injector_and_evaluator_only
human_gold_000277,h_5db72fe84a66029e,h_3aa2a71296afe475,data\annotations\formal300\evidence_annotation_a.csv,c57a38d09a93d319b6c957a6ebb4864455eef20d1fd0e38b01ced5adcddcdfd0,injector_and_evaluator_only
human_gold_000278,h_3e9d095ffe04e1dd,h_b19786e55a202964,data\annotations\formal300\evidence_annotation_a.csv,537db0294b31e363c69e5048bf0c0a236f46b381907441f757af70f8af3418c8,injector_and_evaluator_only
human_gold_000279,h_e97fe6737cf45b1d,h_ab1836bb9aa034fc,data\annotations\formal300\evidence_annotation_a.csv,79b35a3ce9d7bc29f0ca6a9124a62c2a37acb4bb619d0af20c7f3a527bcbd062,injector_and_evaluator_only
human_gold_000280,h_e97fe6737cf45b1d,h_d9fd9ea5d1392791,data\annotations\formal300\evidence_annotation_a.csv,a433fcde43cf9b8f6af348a6784365fad8d154d34094084c10d2f65ea8377b15,injector_and_evaluator_only
human_gold_000281,h_9e2e0be5a663c17f,h_966a3d68ab34fbc2,data\annotations\formal300\evidence_annotation_a.csv,953b793cdd1802f463081421bf96e20c27d9837124501bda53b4f5fdd6ba4a19,injector_and_evaluator_only
human_gold_000282,h_9e2e0be5a663c17f,h_3579e45d2b56e544,data\annotations\formal300\evidence_annotation_a.csv,a93e611adb7d1db313801cd8a46f62f9313eb45994b170cfd7033956d32b9202,injector_and_evaluator_only
human_gold_000283,h_9e2e0be5a663c17f,h_40fd64272ab7986a,data\annotations\formal300\evidence_annotation_a.csv,ca1b1988843317997096c1ce33b1d8bdaccc89868ca8c4821479f3930564dd50,injector_and_evaluator_only
human_gold_000284,h_9e2e0be5a663c17f,h_9d8b3a95e7a22e8d,data\annotations\formal300\evidence_annotation_a.csv,9609a37cfb9cf1e174aba9be293dcec5088fd2414ce76a6ca945a3c3a06e3f24,injector_and_evaluator_only
human_gold_000285,h_9e2e0be5a663c17f,h_c366e0ca5678d252,data\annotations\formal300\evidence_annotation_a.csv,830a5f2383e37b459693c470f70fa1f29c539fa65e3c328cbd6383ee36d8799a,injector_and_evaluator_only
human_gold_000286,h_52c921c207086275,h_c7c3a35fe132a48a,data\annotations\formal300\evidence_annotation_a.csv,5c8a53f112f1bd8bbc876e640a4a452a1c2835adeeda2d1686b8645f2847050a,injector_and_evaluator_only
human_gold_000287,h_52c921c207086275,h_adbb835cf5829479,data\annotations\formal300\evidence_annotation_a.csv,2a80e1468e9c37c738f6b6d4b4d9be8b68fcec1834b524ca329c8b8ba10bbf9a,injector_and_evaluator_only
human_gold_000288,h_5f3cda0e62d2d81d,h_9aee61028c200162,data\annotations\formal300\evidence_annotation_a.csv,1810bab4b49c07f77fe79e577d90718c61845d687f7780a7559f841001775853,injector_and_evaluator_only
human_gold_000289,h_5f3cda0e62d2d81d,h_bbeecc85e1b82c28,data\annotations\formal300\evidence_annotation_a.csv,7ff7d4660bb056253527615a866059d473320273becfe4bb51979f51fdb20222,injector_and_evaluator_only
human_gold_000290,h_5c7253f7cacf6554,h_d3f7fe7bb2795999,data\annotations\formal300\evidence_annotation_a.csv,3cb8e1ef25767ba89a22e1d3b142a778d949376356b6a573e2a81461298b0a4c,injector_and_evaluator_only
human_gold_000291,h_5c7253f7cacf6554,h_ad53aa773214ef81,data\annotations\formal300\evidence_annotation_a.csv,61a6305eeb69e2e8f3245d60478146b9f92db1082676b26e5d35795ff7e2cb78,injector_and_evaluator_only
human_gold_000292,h_5c7253f7cacf6554,h_d8a1af1be891c304,data\annotations\formal300\evidence_annotation_a.csv,d8df5a45c3d940660c9ac0623605b42f9338f11cf2ed8d45f290ff226ba8d9df,injector_and_evaluator_only
human_gold_000293,h_5c7253f7cacf6554,h_c1cabccd2e32aed5,data\annotations\formal300\evidence_annotation_a.csv,1da81113c148a750b7975f46efaf60b0940ec4ebb29cbe6d9ff1b622bb52d30c,injector_and_evaluator_only
human_gold_000294,h_5c7253f7cacf6554,h_4254732a8530962f,data\annotations\formal300\evidence_annotation_a.csv,43b6dae0025829cf47bd7e59121a13f3358e3ba6035f552dac016b77e0dc100c,injector_and_evaluator_only
human_gold_000295,h_75398ff6bbbe2d26,h_13aecd27c08e90f6,data\annotations\formal300\evidence_annotation_a.csv,bf7d6ced9c594c856131aa8b547d2c8a3918fec899cd761c62821ddbc4e974c5,injector_and_evaluator_only
human_gold_000296,h_75398ff6bbbe2d26,h_e5f7195c547b03ea,data\annotations\formal300\evidence_annotation_a.csv,dc92bc11e961020aad4526a9db6c6f0d59b69869fbc00d06f93500065b17e972,injector_and_evaluator_only
human_gold_000297,h_9a94f6a1f0e6bf25,h_f9751af4c3b85a4a,data\annotations\formal300\evidence_annotation_a.csv,8c2d96b9e0a7a95bea439b2b55543fb717976da00c6a9e38f44f017a8d639075,injector_and_evaluator_only
human_gold_000298,h_9a94f6a1f0e6bf25,h_0ccb88bad1804162,data\annotations\formal300\evidence_annotation_a.csv,ea27e2aaf535509a791630b5d4083f8fb6e19d33147d6ce2b98e36e71b1a2d8b,injector_and_evaluator_only
human_gold_000299,h_9a94f6a1f0e6bf25,h_3573225ee34daa84,data\annotations\formal300\evidence_annotation_a.csv,fe0ed897bb51fbf6b05cc455f3f23a11fa54567271c4445edf3c823d8702a246,injector_and_evaluator_only
human_gold_000300,h_9a94f6a1f0e6bf25,h_c1cabccd2e32aed5,data\annotations\formal300\evidence_annotation_a.csv,ea6c6809b26c554f73be374b6312e3fc4400aae23ae06ff4cde3ffbfb81afce1,injector_and_evaluator_only
human_gold_000301,h_59211fa4542d2c9f,h_623b0c15590a94a5,data\annotations\formal300\evidence_annotation_a.csv,2631357aa24bdec8f886115afdd71c639c9cb9346180061f5c8ca35fe55a3138,injector_and_evaluator_only
human_gold_000302,h_59211fa4542d2c9f,h_f9d4cf3830fb139a,data\annotations\formal300\evidence_annotation_a.csv,43c000167f7ee2a05f77c79788b727228b95634f65366f6255fd1c7bf7827e6c,injector_and_evaluator_only
human_gold_000303,h_59211fa4542d2c9f,h_82f1e0d22bda3131,data\annotations\formal300\evidence_annotation_a.csv,c69b18071337417afd4fe848b438f0e1e61745ed44ae27301120ef3b5159c1bd,injector_and_evaluator_only
human_gold_000304,h_59211fa4542d2c9f,h_fdd6417ed5b6b3d8,data\annotations\formal300\evidence_annotation_a.csv,421bb5197664efe426c40c9a33156d4446f578930ea3ce2c37573330477c6ec7,injector_and_evaluator_only
human_gold_000305,h_59211fa4542d2c9f,h_803205814baca92b,data\annotations\formal300\evidence_annotation_a.csv,1c71588e087693b963d1081f4a3e385839b084623299b91bc32659dcc2625fe3,injector_and_evaluator_only
human_gold_000306,h_59211fa4542d2c9f,h_acfecf02726562ca,data\annotations\formal300\evidence_annotation_a.csv,1a3e59328ea8e49fcbb55417f1f8736bba877c52f1c073073c786f60da4843cd,injector_and_evaluator_only
human_gold_000307,h_89e68e84a29a8317,h_c52bb781124accc8,data\annotations\formal300\evidence_annotation_a.csv,af3f4751284f22c30e126e07b74fbf5b8c3e09703063dea907e771094cbd831f,injector_and_evaluator_only
human_gold_000308,h_89e68e84a29a8317,h_6c46181f6a91af3a,data\annotations\formal300\evidence_annotation_a.csv,fc41818a909a1066da9f9fc70a0c20affe099db3927c18f9d4f91b9b7ad608d0,injector_and_evaluator_only
human_gold_000309,h_1d84ae67852da347,h_8329804bb05c135b,data\annotations\formal300\evidence_annotation_a.csv,c2d241708813102a5724452b76d2c4116b2079fd58c70bf2f8a8617942215551,injector_and_evaluator_only
human_gold_000310,h_9fb65af2a8f3e24f,h_08a45ef6f528a848,data\annotations\formal300\evidence_annotation_a.csv,e7f3bcec791c66e8098da651fff2896a07573ee0f00f6b323b7d2139bdd8010e,injector_and_evaluator_only
human_gold_000311,h_9fb65af2a8f3e24f,h_6359d813cd164de8,data\annotations\formal300\evidence_annotation_a.csv,e2fb3830cc8f3f6d4d541e9715b20aaef9fc37e84e96a37062f90850559ef6b6,injector_and_evaluator_only
human_gold_000312,h_9fb65af2a8f3e24f,h_585a8335ee9feb49,data\annotations\formal300\evidence_annotation_a.csv,33fe2e9b2a776fb9110dcd5f5344b91c47510563881c98c1e0031f004901f438,injector_and_evaluator_only
human_gold_000313,h_1f1072f0262346d4,h_bbd7b62c1dd08bca,data\annotations\formal300\evidence_annotation_a.csv,1788a4ea8f20a64b16c8af98385bd3e3b627508bfabf9acb7faea074f61066a1,injector_and_evaluator_only
human_gold_000314,h_1f1072f0262346d4,h_4141678d7555a805,data\annotations\formal300\evidence_annotation_a.csv,f1669df3e3fa30f5d46fd149ca74ac6551dd04a8c23e4e27685f6b1645141174,injector_and_evaluator_only
human_gold_000315,h_1f1072f0262346d4,h_77f3fc408e0c92d3,data\annotations\formal300\evidence_annotation_a.csv,6b309c9c0b1f1309649cb6e31d1da305ccabadaa97d53d7e4e403e00b35d77c5,injector_and_evaluator_only
human_gold_000316,h_1f1072f0262346d4,h_3df69989c34502a6,data\annotations\formal300\evidence_annotation_a.csv,aff984d750a06fc1941c85a32dd7df729d7584461a6736d360a307bdf6ee6fea,injector_and_evaluator_only
human_gold_000317,h_1f1072f0262346d4,h_3c63fec05d1f0989,data\annotations\formal300\evidence_annotation_a.csv,550eb302d05861dc903fe1155907809a71c90e1d84f8c52be02c7ccbdc74fe63,injector_and_evaluator_only
human_gold_000318,h_1f1072f0262346d4,h_290477d23f8ddf92,data\annotations\formal300\evidence_annotation_a.csv,a8ac6a0ead6fdcdf325061e40f62faccf3ba05c890fe03a2812d163cd89db908,injector_and_evaluator_only
human_gold_000319,h_1f1072f0262346d4,h_25cba4dd0cd9d8b4,data\annotations\formal300\evidence_annotation_a.csv,af28e828a1691bbc5ae27f791cb0e1b2e3ddce1ce7fd68f58ba64c3c6bce85f8,injector_and_evaluator_only
human_gold_000320,h_1f1072f0262346d4,h_189877103e504933,data\annotations\formal300\evidence_annotation_a.csv,1fa6a1fddf95b0a04534f71cf77fbc04e2dc1f4a13bc3c731af2d098366d811d,injector_and_evaluator_only
human_gold_000321,h_888d0173b1dc7cba,h_2b194228a0357671,data\annotations\formal300\evidence_annotation_a.csv,9db3af7fa93f82c6b92ef089c8c0a14b133c798c7adcae8698299f31dd7aabd4,injector_and_evaluator_only
human_gold_000322,h_888d0173b1dc7cba,h_1b5c0d22c28fa640,data\annotations\formal300\evidence_annotation_a.csv,dec42c4749243cacf3316f8ff51b6997fc8729705c17d5cfa124e1ba0338e5fb,injector_and_evaluator_only
human_gold_000323,h_888d0173b1dc7cba,h_ce9794aac053b817,data\annotations\formal300\evidence_annotation_a.csv,be4c22234817e7d7bdd11ae748dfc2190d6455b7d9a9a74bafb82b25df6b0502,injector_and_evaluator_only
human_gold_000324,h_77b59ebdf28d1298,h_64b3b41307c93ff2,data\annotations\formal300\evidence_annotation_a.csv,133cbe44b631bee3eb0356dc43e8154f5409f67147c3e271af39a1bd69d1eb14,injector_and_evaluator_only
human_gold_000325,h_77b59ebdf28d1298,h_26fe5a9589cbb624,data\annotations\formal300\evidence_annotation_a.csv,236d698cad0a7663c187df74ad184f0a50c0edf122618c7bc95c327ab53e7ea6,injector_and_evaluator_only
human_gold_000326,h_77b59ebdf28d1298,h_ade1e845ed58ec0d,data\annotations\formal300\evidence_annotation_a.csv,408d30e9721695f89920ad7e679a4895e50eaf212a7738d5052c516ca00bea9c,injector_and_evaluator_only
human_gold_000327,h_77b59ebdf28d1298,h_188d414c09fb6143,data\annotations\formal300\evidence_annotation_a.csv,992b0bd64c75a5d982bd31bcd407789d2454242a7faa01f11e65bff8c7999925,injector_and_evaluator_only
human_gold_000328,h_3bbfd8c7edbcf7a9,h_1f945983b69d5660,data\annotations\formal300\evidence_annotation_a.csv,a20ca34d1c1342cb6790cb1f45feaa6833358fa0eb04e1ada649976de2f5af7c,injector_and_evaluator_only
human_gold_000329,h_3bbfd8c7edbcf7a9,h_fd771c58b3ae74f1,data\annotations\formal300\evidence_annotation_a.csv,1616d48c214fe44e0a55ae9e1266253eacfcda96e4ff7c7d9478016fcdd38a3b,injector_and_evaluator_only
human_gold_000330,h_3bbfd8c7edbcf7a9,h_41f72f3764472271,data\annotations\formal300\evidence_annotation_a.csv,ebfeb280c405f5d1bfbbd6bc600cead17d177e007090877411d26facc9686dee,injector_and_evaluator_only
human_gold_000331,h_3bbfd8c7edbcf7a9,h_4a0ac5b57e847f76,data\annotations\formal300\evidence_annotation_a.csv,679faf82ada23a06305f2b20b13edc223995b4cd6033b84412f282993b1137b4,injector_and_evaluator_only
human_gold_000332,h_3bbfd8c7edbcf7a9,h_b2f7e308aa7eb0d3,data\annotations\formal300\evidence_annotation_a.csv,3c3348e021070ee30530f6a3d6a2bca7fd4eb93c4ccd8e0c9cc59eeb682424be,injector_and_evaluator_only
human_gold_000333,h_759c2474bcec4e69,h_3f6f81b0918811b5,data\annotations\formal300\evidence_annotation_a.csv,b6efa39a499c5f6e70705019dd7c91fa3599884c04862676389ab10b6790874c,injector_and_evaluator_only
human_gold_000334,h_759c2474bcec4e69,h_692ed1e9420757c2,data\annotations\formal300\evidence_annotation_a.csv,a34eb91362d4cb6fbcbe3f4f1b773f3964221b3b5b45c34aac4a1ca3f1e81f9f,injector_and_evaluator_only
human_gold_000335,h_16d62500f29d3587,h_c4415879e8bc384e,data\annotations\formal300\evidence_annotation_a.csv,292bac6c339c330bfaaea65d0554bbc5373022919ccf8fa88d7e0001e818df24,injector_and_evaluator_only
human_gold_000336,h_16d62500f29d3587,h_286ef973a76b3def,data\annotations\formal300\evidence_annotation_a.csv,53fedbe820e7b2a9b61866889c8c586e9895456a78a0ac74f859efda4ad2aa61,injector_and_evaluator_only
human_gold_000337,h_16d62500f29d3587,h_0212304e6463b080,data\annotations\formal300\evidence_annotation_a.csv,69cf2a4f1f2ad33a639a9afe3b761a399c263385b20fd20d1f224331f96f6892,injector_and_evaluator_only
human_gold_000338,h_16d62500f29d3587,h_65a352cec8b9b387,data\annotations\formal300\evidence_annotation_a.csv,9cd648f6b5926629135c23160ebbcdd00e560666fc0325a631b8e57da3cef1cc,injector_and_evaluator_only
human_gold_000339,h_16d62500f29d3587,h_7619a3b30b34ab09,data\annotations\formal300\evidence_annotation_a.csv,6145d017a57bf7b1042f5699e85641c37909e12002e42b23791fc19955392c44,injector_and_evaluator_only
human_gold_000340,h_16d62500f29d3587,h_69589b15e9e9809f,data\annotations\formal300\evidence_annotation_a.csv,c029cea6ed385f20771a8e67bdce8273bb0f1adbbecfccee3b5e3a2f7dfa19d1,injector_and_evaluator_only
human_gold_000341,h_16d62500f29d3587,h_0af17d1851b9e040,data\annotations\formal300\evidence_annotation_a.csv,5d24ccc1e6ba7481d7fea75f25b0b773dc82b6a8eeff518aaf73c84234fe964e,injector_and_evaluator_only
human_gold_000342,h_16d62500f29d3587,h_4f4e6a315f7a4ee9,data\annotations\formal300\evidence_annotation_a.csv,29a982ff0c1118a9d492b8ea28b377554555434ecfd31d570c10f40fc9bd4140,injector_and_evaluator_only
human_gold_000343,h_a9a8a6d762a7bc06,h_f001e2493b0d251a,data\annotations\formal300\evidence_annotation_a.csv,3bbf278f06a34f1d89185607e13a9887ead8027507367ac228a7d8708ccc53e9,injector_and_evaluator_only
human_gold_000344,h_a9a8a6d762a7bc06,h_df65ed5d77b8b0d0,data\annotations\formal300\evidence_annotation_a.csv,0b99a93ec32112d99ba001ff89757580e661de7e69f64bc5323e52f49a239117,injector_and_evaluator_only
human_gold_000345,h_a9a8a6d762a7bc06,h_9585e92206d92dd9,data\annotations\formal300\evidence_annotation_a.csv,b0d52e36cccae13d57c83b1c175bc8e1836aaeefa85f2ce9ba23e9165cd2063d,injector_and_evaluator_only
human_gold_000346,h_a9a8a6d762a7bc06,h_c283dfcb1b477910,data\annotations\formal300\evidence_annotation_a.csv,ac1681a282b5265336ee72c1bbecb744f53bdd9629df47121dd17c4d9d372ffe,injector_and_evaluator_only
human_gold_000347,h_a9a8a6d762a7bc06,h_7d21b0985a393f1e,data\annotations\formal300\evidence_annotation_a.csv,1ee6dce6e2ac61c44aaaa05943b7c5336e1764a2ef21d1f76017c0edcf82e95e,injector_and_evaluator_only
human_gold_000348,h_a9a8a6d762a7bc06,h_83a69e8f769ca9ef,data\annotations\formal300\evidence_annotation_a.csv,451dc61223f4c1acf5266a366e82fe7f12e12894b03c1e45299637493ec048f3,injector_and_evaluator_only
human_gold_000349,h_d39befcf4ab167fc,h_f9f5d29ef782fc03,data\annotations\formal300\evidence_annotation_a.csv,b5c7acb10120a63ffdcf6cd8076be2d5095734508cbea6d59dd126b9200d9841,injector_and_evaluator_only
human_gold_000350,h_d39befcf4ab167fc,h_c24136684c3a5591,data\annotations\formal300\evidence_annotation_a.csv,3f784c4b5c68f7cfef4d7873b59b0cc18c8646e3a0c3e512eb0f3297f39dcb3f,injector_and_evaluator_only
human_gold_000351,h_d39befcf4ab167fc,h_eb2536d0fde8d2e8,data\annotations\formal300\evidence_annotation_a.csv,236745df99b07f7e95788156bfe02e7682f37aff6065a7e53feacedd1a14d797,injector_and_evaluator_only
human_gold_000352,h_d39befcf4ab167fc,h_82a67a0894c88bc2,data\annotations\formal300\evidence_annotation_a.csv,4c3c7b2f8b3b437c96d4f58b6fa185180aa67c3000225f1d837bb7bed2022cf0,injector_and_evaluator_only
human_gold_000353,h_d39befcf4ab167fc,h_47de7f6c8ffdef41,data\annotations\formal300\evidence_annotation_a.csv,e62ce4edc323f99cfd6f38df46f6f2f43b0c03b60f1cb226f94a4d269d522465,injector_and_evaluator_only
human_gold_000354,h_d39befcf4ab167fc,h_ecd44cbe3adbdeb5,data\annotations\formal300\evidence_annotation_a.csv,ae19950f4cebd184ba3614f1a86395ab59f66778d32a3b9c6c3ce7a68828ac56,injector_and_evaluator_only
human_gold_000355,h_d39befcf4ab167fc,h_736b22f31843476e,data\annotations\formal300\evidence_annotation_a.csv,c933a395b9a9575d7b22a0e8f56ed74a4d09a3d49e7437bb303002ac3bc8e7df,injector_and_evaluator_only
human_gold_000356,h_d39befcf4ab167fc,h_b896f24380c8742d,data\annotations\formal300\evidence_annotation_a.csv,590dc572108d1d3fba538090d4b01711bd3aad91e0162d5654194db27e8fe9bb,injector_and_evaluator_only
human_gold_000357,h_d39befcf4ab167fc,h_b77b687d9859e866,data\annotations\formal300\evidence_annotation_a.csv,85ea535d86f892107f437fae6cecc34eded8f495d1d23727f5274f6a7a1a014d,injector_and_evaluator_only
human_gold_000358,h_a5289f1960ec85df,h_2df793b4de128587,data\annotations\formal300\evidence_annotation_a.csv,814f54abad67446455972ca73e17636485d6f41b36035d3bd01718c9d8411926,injector_and_evaluator_only
human_gold_000359,h_a5289f1960ec85df,h_603c436bc76b2a6f,data\annotations\formal300\evidence_annotation_a.csv,d2e7698a50e1455ec5172fd14ec6ffef4fbc99061533d8bf3aab73ed0d4df1a5,injector_and_evaluator_only
human_gold_000360,h_baa319eaa3b86279,h_b9167ba8c38d5b74,data\annotations\formal300\evidence_annotation_a.csv,1f054cc2a79c4da1047ba863f519223a76aac7edfc92d8b22341ba52db49f364,injector_and_evaluator_only
human_gold_000361,h_baa319eaa3b86279,h_a59d3812fbc0bc82,data\annotations\formal300\evidence_annotation_a.csv,46e336742507537c97e440c6ef1723387c9ed14d63a7390aa78b1d1d84fe67f9,injector_and_evaluator_only
human_gold_000362,h_baa319eaa3b86279,h_474dab3dfa588418,data\annotations\formal300\evidence_annotation_a.csv,a043cf6b29ccb91b281de4c3098d09fcdbe8651316a0be6daba9067753d930db,injector_and_evaluator_only
human_gold_000363,h_b24c367420a1a94c,h_2c786cb7a1af73af,data\annotations\formal300\evidence_annotation_a.csv,a753c33d245482bed7b81db86c302f610f5374ad89b8da7453aeb12b140fa27c,injector_and_evaluator_only
human_gold_000364,h_b24c367420a1a94c,h_750ba86ae8d3a338,data\annotations\formal300\evidence_annotation_a.csv,b71748e8b7a1fe3d5d9bfafcfe92137c5788ef0587da7246147bd515ade64e95,injector_and_evaluator_only
human_gold_000365,h_021614be9955be9e,h_f2ec46e289e670af,data\annotations\formal300\evidence_annotation_a.csv,eab85c95888b3bd633d6bd34dc8296014fd9c7c54a041b3a70474ccf40713a91,injector_and_evaluator_only
human_gold_000366,h_021614be9955be9e,h_addee5404773dc60,data\annotations\formal300\evidence_annotation_a.csv,ac80c3f50d09cd965b2fcace4395a78d85468c5429033f596e7a3537b88a2f79,injector_and_evaluator_only
human_gold_000367,h_021614be9955be9e,h_7a0bda78b564dbcf,data\annotations\formal300\evidence_annotation_a.csv,f0f82fb97f6bf4ca7f1e6ecb306695fd3765a896275b3f1da74aa41675948b35,injector_and_evaluator_only
human_gold_000368,h_021614be9955be9e,h_bd5a67d56981ae32,data\annotations\formal300\evidence_annotation_a.csv,e3685a90affad637e0a905cce9d3899399a271d5cf02ae9c3393adf8ba594c65,injector_and_evaluator_only
human_gold_000369,h_021614be9955be9e,h_42400c87b23e4deb,data\annotations\formal300\evidence_annotation_a.csv,79dbef5e775397f5d0612039fcf073c0212a7f6063aa607d5fa0ab2e66150866,injector_and_evaluator_only
human_gold_000370,h_6e18b1081914b79f,h_7c93146eff15a3f5,data\annotations\formal300\evidence_annotation_a.csv,85db6e2adc04c025a8faef281036ec39c2dbda384b71e97946e33dc7180cc508,injector_and_evaluator_only
