qid,condition,question_id,selected_doc_ids,demand_cov_5,ndcg_10,faithfulness,answer_relevance,demand_completeness,overall_utility,unsupported_claim,critical_risk_omission,retrieval_source_file,score_source_file
22268993,D3_TFIDF,A0182,"[""103745"", ""46552"", ""150616"", ""154151"", ""127983""]",1.0,0.510069,1.0,2.0,2.0,1.0,1.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
22268993,D3_E2_ROBERTA,A0183,"[""80613"", ""103745"", ""152113"", ""122089"", ""150616""]",1.0,0.648932,1.0,2.0,2.0,1.0,1.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
23024787,B0,A0184,"[""75875"", ""185044"", ""63563"", ""214692"", ""7171""]",1.0,0.627687,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
23024787,D0,A0185,"[""7171"", ""63563"", ""17553"", ""75875"", ""75119""]",1.0,0.5564699691962871,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
23024787,D3_TFIDF,A0186,"[""185044"", ""75875"", ""214692"", ""7068"", ""75119""]",1.0,0.50569,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
23024787,D3_E2_ROBERTA,A0187,"[""7068"", ""7171"", ""75875"", ""185044"", ""63563""]",1.0,0.48577,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
25971374,B0,A0188,"[""105770"", ""4771"", ""46124"", ""69395"", ""WMA_bef3fce803227730""]",1.0,0.554143,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
25971374,D0,A0189,"[""4771"", ""46124"", ""105770"", ""69395"", ""WMA_bef3fce803227730""]",1.0,0.5541432109622958,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
25971374,D3_TFIDF,A0190,"[""WMA_bef3fce803227730"", ""105770"", ""4771"", ""46124"", ""69395""]",1.0,0.563788,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
25971374,D3_E2_ROBERTA,A0191,"[""105770"", ""69395"", ""4771"", ""46124"", ""WMA_bef3fce803227730""]",1.0,0.510069,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
27241031,B0,A0192,"[""29253"", ""106336"", ""214386"", ""76957"", ""58556""]",0.75,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
27241031,D0,A0193,"[""74101"", ""29253"", ""106336"", ""214386"", ""58556""]",1.0,0.6489315753318465,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
27241031,D3_TFIDF,A0194,"[""74101"", ""WMA_6b781c7f7f72ffa3"", ""29253"", ""106336"", ""214386""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
27241031,D3_E2_ROBERTA,A0195,"[""29253"", ""106336"", ""214386"", ""76957"", ""58556""]",0.75,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
28208243,B0,A0196,"[""172832"", ""WMA_8690483167fc8ccb"", ""WMA_f99b2174d83620e1"", ""WMA_f1de35c6e4fb3b71"", ""173076""]",1.0,0.648932,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
28208243,D0,A0197,"[""WMA_f1de35c6e4fb3b71"", ""WMA_8690483167fc8ccb"", ""173076"", ""201455"", ""172832""]",1.0,0.6489315753318465,2.0,2.0,1.0,1.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
28208243,D3_TFIDF,A0198,"[""172832"", ""WMA_8690483167fc8ccb"", ""WMA_f1de35c6e4fb3b71"", ""155613"", ""WMA_f99b2174d83620e1""]",1.0,0.648932,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
28208243,D3_E2_ROBERTA,A0199,"[""172832"", ""WMA_8690483167fc8ccb"", ""WMA_f1de35c6e4fb3b71"", ""173076"", ""201455""]",1.0,0.648932,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
3263110,B0,A0200,"[""108213"", ""97385"", ""38769"", ""87662"", ""103703""]",1.0,0.827599,1.0,2.0,2.0,1.0,1.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
3263110,D0,A0201,"[""108213"", ""97385"", ""38769"", ""87662"", ""WMA_44fdecf2edb50919""]",1.0,0.8275993038131767,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
3263110,D3_TFIDF,A0202,"[""108213"", ""38769"", ""214792"", ""97385"", ""87662""]",1.0,0.750578,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
3263110,D3_E2_ROBERTA,A0203,"[""97385"", ""108213"", ""38769"", ""103703"", ""87662""]",1.0,0.827599,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
38793524,B0,A0204,"[""115825"", ""225262"", ""225263"", ""86522"", ""224566""]",1.0,0.478151,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
38793524,D0,A0205,"[""115825"", ""225263"", ""225261"", ""86531"", ""86522""]",1.0,0.33484598185538733,2.0,2.0,1.0,1.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
38793524,D3_TFIDF,A0206,"[""115825"", ""225263"", ""225261"", ""225265"", ""225262""]",1.0,0.520534,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
38793524,D3_E2_ROBERTA,A0207,"[""225262"", ""115825"", ""225263"", ""86531"", ""225261""]",1.0,0.561979,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
40982502,B0,A0208,"[""WMA_9ee0c5752efad84e"", ""WMA_f3a86cce1a153999"", ""75527"", ""36640"", ""123554""]",0.0,0.058913,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
40982502,D0,A0209,"[""WMA_9ee0c5752efad84e"", ""WMA_f3a86cce1a153999"", ""75527"", ""36640"", ""123554""]",0.0,0.05891285867802368,2.0,2.0,1.0,1.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
40982502,D3_TFIDF,A0210,"[""WMA_9ee0c5752efad84e"", ""WMA_f3a86cce1a153999"", ""31732"", ""75527"", ""36640""]",0.0,0.228431,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
40982502,D3_E2_ROBERTA,A0211,"[""WMA_9ee0c5752efad84e"", ""WMA_f3a86cce1a153999"", ""31732"", ""75527"", ""36640""]",0.0,0.228431,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
51356377,B0,A0212,"[""59883"", ""59845"", ""36376"", ""172798"", ""97404""]",1.0,0.530697,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
51356377,D0,A0213,"[""59883"", ""59845"", ""172798"", ""27488"", ""36376""]",1.0,0.5186511804016662,1.0,2.0,2.0,1.0,1.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
51356377,D3_TFIDF,A0214,"[""59883"", ""36376"", ""59845"", ""172798"", ""27488""]",1.0,0.566687,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
51356377,D3_E2_ROBERTA,A0215,"[""59883"", ""59845"", ""172798"", ""97404"", ""97406""]",1.0,0.412314,1.0,2.0,2.0,1.0,1.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
55806671,B0,A0216,"[""8185"", ""210908"", ""136588"", ""69510"", ""49143""]",1.0,0.449062,1.0,2.0,1.0,1.0,1.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
55806671,D0,A0217,"[""8185"", ""136588"", ""210908"", ""69510"", ""132211""]",1.0,0.26625042940766924,1.0,2.0,1.0,1.0,1.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
55806671,D3_TFIDF,A0218,"[""8185"", ""210908"", ""49143"", ""136588"", ""69510""]",1.0,0.508801,1.0,2.0,1.0,1.0,1.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
55806671,D3_E2_ROBERTA,A0219,"[""29260"", ""8185"", ""136588"", ""69510"", ""210908""]",1.0,0.367292,1.0,2.0,1.0,1.0,1.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
57171409,B0,A0220,"[""73248"", ""143777"", ""118343"", ""52991"", ""1543""]",1.0,0.693022,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
57171409,D0,A0221,"[""44703"", ""18547"", ""118343"", ""73248"", ""44977""]",1.0,0.45379693233402835,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
57171409,D3_TFIDF,A0222,"[""143777"", ""52991"", ""44977"", ""29398"", ""81341""]",1.0,0.383343,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
57171409,D3_E2_ROBERTA,A0223,"[""73248"", ""29398"", ""81341"", ""18547"", ""159270""]",1.0,0.325974,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
5955652,B0,A0224,"[""93861"", ""156823"", ""214681"", ""3436"", ""26271""]",1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
5955652,D0,A0225,"[""156823"", ""93861"", ""214681"", ""3436"", ""144700""]",1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
5955652,D3_TFIDF,A0226,"[""156823"", ""26271"", ""144700"", ""119550"", ""93861""]",1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
5955652,D3_E2_ROBERTA,A0227,"[""93861"", ""156823"", ""3436"", ""26271"", ""214471""]",1.0,0.126126,1.0,2.0,2.0,1.0,1.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
61196289,B0,A0228,"[""32563"", ""86692"", ""38834"", ""101619"", ""111510""]",1.0,0.603412,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
61196289,D0,A0229,"[""32563"", ""86692"", ""101619"", ""38834"", ""111510""]",1.0,0.5822232271739722,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
61196289,D3_TFIDF,A0230,"[""32563"", ""38834"", ""111510"", ""86692"", ""101619""]",1.0,0.643429,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
61196289,D3_E2_ROBERTA,A0231,"[""32563"", ""38834"", ""111510"", ""86692"", ""101619""]",1.0,0.643429,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
61377518,B0,A0232,"[""9988"", ""21722"", ""WMA_ffe393ddcb2dd5fc"", ""73632"", ""153508""]",1.0,0.441492,1.0,2.0,2.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
61377518,D0,A0233,"[""9988"", ""73632"", ""73629"", ""90980"", ""153508""]",1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
61377518,D3_TFIDF,A0234,"[""99666"", ""21722"", ""WMA_ffe393ddcb2dd5fc"", ""153508"", ""9988""]",1.0,0.441492,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
61377518,D3_E2_ROBERTA,A0235,"[""9988"", ""21722"", ""WMA_ffe393ddcb2dd5fc"", ""73632"", ""73628""]",1.0,0.441492,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
6779973,B0,A0236,"[""14131"", ""211888"", ""215440"", ""135704"", ""142730""]",1.0,0.667526,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
6779973,D0,A0237,"[""135704"", ""14131"", ""68367"", ""79984"", ""107175""]",1.0,0.3777451508166997,2.0,2.0,1.0,1.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
6779973,D3_TFIDF,A0238,"[""142730"", ""14131"", ""215440"", ""135704"", ""214609""]",1.0,0.505861,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
6779973,D3_E2_ROBERTA,A0239,"[""225602"", ""14131"", ""215440"", ""135704"", ""79984""]",1.0,0.505861,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
